timestamp,src,dst,sport,dport,proto,length
1762940164.6755922,190.149.8.126,172.16.10.43,54565,61617,ICMP,688
1762940108.6545382,85.79.131.195,172.16.10.43,31108,12876,ICMP,335
1762941492.512297,232.130.173.38,172.16.10.43,56899,37810,TCP,322
1762940529.662721,107.67.120.179,172.16.10.43,39521,10894,ICMP,515
1762940421.6584299,42.242.233.214,172.16.10.43,44339,8042,UDP,92
1762941616.9796112,243.202.140.106,172.16.10.43,12773,8355,UDP,1382
1762940349.0388803,12.248.201.232,172.16.10.43,55216,27854,UDP,744
1762939888.7898579,172.16.10.43,79.249.4.182,43983,36226,UDP,917
1762940973.2507908,172.16.10.43,25.110.19.65,55924,40965,ICMP,585
1762940029.2094848,172.16.10.43,77.54.114.248,20781,38675,ICMP,514
1762940070.7984643,196.24.248.189,172.16.10.43,16019,55665,UDP,140
1762940066.5172155,30.84.61.5,172.16.10.43,18830,33190,UDP,1127
1762941417.936143,172.16.10.43,113.0.229.108,44573,25798,TCP,1304
1762940416.1375725,172.16.10.43,85.147.208.170,20816,51150,TCP,869
1762941289.4426565,172.16.10.43,253.157.72.109,21446,22033,TCP,1358
1762940021.47784,246.70.187.229,172.16.10.43,19715,29849,TCP,918
1762940236.0013564,172.16.10.43,144.181.132.145,44733,60963,UDP,358
1762940039.188323,141.139.235.136,172.16.10.43,57144,5358,UDP,599
1762941285.6693912,85.175.132.147,172.16.10.43,38397,60747,ICMP,638
1762940464.9355114,172.16.10.43,18.137.8.196,22058,64448,UDP,1243
1762940089.1536446,172.16.10.43,152.234.115.241,37273,4074,UDP,166
1762941620.6774235,172.16.10.43,142.167.210.36,42860,16447,UDP,194
1762941104.2387228,107.29.44.153,172.16.10.43,55266,10778,ICMP,1024
1762939649.9150321,65.63.149.17,172.16.10.43,20960,40980,TCP,1282
1762940679.038107,172.16.10.43,201.49.246.141,47619,37223,TCP,1041
1762940863.5085187,81.43.86.130,172.16.10.43,7992,33862,TCP,184
1762941408.4840426,136.31.66.128,172.16.10.43,15132,58343,ICMP,1158
1762941253.20877,132.6.199.159,172.16.10.43,37831,63033,UDP,105
1762941374.774076,54.157.92.6,172.16.10.43,63899,25817,ICMP,773
1762941114.7868469,219.181.70.12,172.16.10.43,4365,46612,TCP,1025
1762940632.5475657,202.131.34.94,172.16.10.43,602,63293,UDP,433
1762940801.9070992,9.23.87.239,172.16.10.43,40321,52537,TCP,246
1762941199.6353118,172.16.10.43,105.64.90.7,21166,56689,TCP,437
1762939791.0030155,159.252.53.95,172.16.10.43,658,16773,ICMP,155
1762940607.0286136,141.123.73.253,172.16.10.43,15346,29534,UDP,581
1762941204.301571,47.172.102.167,172.16.10.43,62187,19526,TCP,1266
1762939913.5628746,172.16.10.43,255.60.141.60,14058,44522,TCP,1125
1762939719.657789,77.50.142.10,172.16.10.43,64028,31427,ICMP,149
1762941063.3308938,172.16.10.43,196.155.208.201,51766,65489,ICMP,878
1762940565.8292286,186.73.84.191,172.16.10.43,9445,39276,TCP,1423
1762940496.3534727,172.16.10.43,90.22.246.78,38008,56974,UDP,1042
1762939812.7424812,219.226.172.61,172.16.10.43,23140,53596,TCP,828
1762940185.795824,179.224.67.114,172.16.10.43,52615,26380,ICMP,1293
1762940105.9216282,172.16.10.43,90.98.60.174,28955,47538,ICMP,1345
1762941523.0106602,172.16.10.43,54.97.19.65,14229,47335,UDP,620
1762941175.2384043,130.22.29.196,172.16.10.43,36815,27774,UDP,807
1762941363.263683,14.161.11.74,172.16.10.43,20103,13918,TCP,827
1762940065.6645312,172.16.10.43,65.251.169.249,26239,27346,TCP,903
1762940213.259163,229.77.0.196,172.16.10.43,1876,36837,UDP,1444
1762940524.2301745,126.123.3.155,172.16.10.43,8003,53577,UDP,1047
1762941541.8925984,255.31.204.227,172.16.10.43,53152,10348,UDP,710
1762940478.7564213,172.16.10.43,130.176.120.54,15319,60994,UDP,967
1762941138.4604158,242.17.55.71,172.16.10.43,56295,30569,ICMP,324
1762939700.257423,229.212.118.155,172.16.10.43,37335,7980,TCP,1157
1762941043.9236634,172.16.10.43,245.50.70.162,53310,16976,UDP,801
1762940327.340654,172.16.10.43,45.250.103.149,43556,31056,UDP,936
1762939795.4168384,172.16.10.43,120.222.19.1,18572,62996,UDP,567
1762940207.974689,172.16.10.43,245.146.127.21,27308,31733,ICMP,509
1762941264.8212209,172.16.10.43,232.207.149.246,45166,57633,UDP,571
1762940181.8201241,172.16.10.43,27.99.197.3,28043,62229,ICMP,634
1762941593.628955,212.174.33.73,172.16.10.43,13724,27570,ICMP,221
1762940162.6422706,172.16.10.43,147.29.78.2,51656,2566,UDP,531
1762940351.0799317,172.16.10.43,227.229.7.219,32159,56039,ICMP,1314
1762940863.797985,236.223.4.126,172.16.10.43,8285,35778,ICMP,333
1762940083.122811,172.16.10.43,113.64.164.198,47869,24073,TCP,222
1762940797.0521567,96.172.5.142,172.16.10.43,36440,217,ICMP,970
1762940799.9442148,172.16.10.43,160.78.252.191,33191,30090,TCP,330
1762939918.2879634,172.16.10.43,5.129.80.49,39512,1995,UDP,815
1762940744.0895147,172.16.10.43,82.3.115.40,39849,14599,TCP,1037
1762940108.2204769,123.194.15.89,172.16.10.43,35159,18244,TCP,1045
1762940169.002467,174.30.43.172,172.16.10.43,1713,21532,ICMP,203
1762941466.3542802,54.141.6.150,172.16.10.43,55537,38985,ICMP,275
1762940770.890425,172.16.10.43,34.171.118.37,42348,24874,TCP,1473
1762940469.0988138,217.86.120.138,172.16.10.43,62857,4424,TCP,1163
1762941429.1878052,99.14.205.114,172.16.10.43,7460,38907,TCP,907
1762940712.2322867,35.139.66.103,172.16.10.43,9269,52795,UDP,556
1762940446.4029915,172.16.10.43,135.123.208.4,37733,19768,ICMP,714
1762940379.1378934,172.16.10.43,49.236.25.98,26841,14297,ICMP,348
1762941592.9537756,172.16.10.43,143.110.178.119,14058,6900,UDP,532
1762941195.4260018,172.16.10.43,104.13.153.137,43416,53400,ICMP,420
1762940935.712226,246.212.109.208,172.16.10.43,13773,23043,TCP,634
1762940545.4191072,172.16.10.43,160.142.36.33,15806,33538,ICMP,155
1762940037.0892382,117.24.161.129,172.16.10.43,62875,28479,TCP,482
1762940284.2753026,168.73.183.64,172.16.10.43,4823,17765,TCP,67
1762940061.4072664,216.49.196.243,172.16.10.43,57579,42443,TCP,294
1762939788.0365953,75.60.22.8,172.16.10.43,39384,31987,ICMP,83
1762941303.0926974,48.243.203.243,172.16.10.43,54069,50034,UDP,866
1762940426.1452718,154.30.12.72,172.16.10.43,2865,47213,TCP,480
1762941239.0028605,129.206.73.11,172.16.10.43,19656,9990,TCP,298
1762940648.450077,225.160.189.138,172.16.10.43,18876,58508,TCP,885
1762939996.5091572,172.16.10.43,213.52.33.67,40199,29296,UDP,920
1762939876.4538815,38.21.73.249,172.16.10.43,59696,6622,UDP,300
1762941109.28385,166.177.209.25,172.16.10.43,54957,43180,TCP,1051
1762940659.5626674,82.185.97.83,172.16.10.43,42585,38800,UDP,619
1762939975.6987226,162.238.158.195,172.16.10.43,17516,46324,ICMP,224
1762940441.6560566,242.181.54.223,172.16.10.43,27123,22524,TCP,46
1762940237.5919034,78.128.117.101,172.16.10.43,31442,4286,TCP,1396
1762940679.3271558,172.16.10.43,73.47.172.40,2476,17222,ICMP,953
1762940953.1603413,200.243.158.43,172.16.10.43,6592,48451,UDP,984
1762939955.1213377,172.16.10.43,18.15.24.123,53233,64033,ICMP,1281
1762940036.1959572,172.16.10.43,130.182.136.130,17369,53607,UDP,1151
1762940767.017717,172.16.10.43,58.90.247.168,54394,21724,ICMP,803
1762939732.9620783,25.233.36.135,172.16.10.43,46475,23180,TCP,1351
1762940130.0240686,194.77.161.188,172.16.10.43,7392,4001,UDP,666
1762941200.2496228,147.4.47.193,172.16.10.43,14723,37585,UDP,1319
1762940160.12908,172.16.10.43,185.164.144.20,8601,29666,ICMP,845
1762940697.3584216,143.40.162.153,172.16.10.43,16984,29230,UDP,341
1762940343.9292793,172.16.10.43,115.207.231.98,46,56023,UDP,197
1762939863.9456437,172.16.10.43,251.225.19.115,65386,57048,TCP,149
1762941561.56901,79.110.37.9,172.16.10.43,757,44307,UDP,259
1762941459.0445917,1.210.144.115,172.16.10.43,44766,61813,TCP,790
1762940908.8533936,172.16.10.43,116.227.225.208,51609,1651,UDP,1047
1762941031.7021623,172.16.10.43,41.19.43.44,40129,46425,UDP,713
1762940484.2416096,114.26.59.184,172.16.10.43,35018,47514,UDP,296
1762941097.3475668,254.219.176.105,172.16.10.43,59379,17263,TCP,1265
1762940079.0398738,172.16.10.43,128.169.7.160,13138,29175,UDP,857
1762940015.8240678,160.8.138.51,172.16.10.43,65312,52542,TCP,984
1762939923.4990008,172.16.10.43,68.161.241.53,44374,56032,UDP,932
1762940959.3174915,172.16.10.43,165.216.252.148,30961,22121,TCP,1493
1762941411.2387567,240.240.34.168,172.16.10.43,43335,24852,ICMP,1395
1762940161.7288597,172.16.10.43,121.4.235.42,40859,27971,ICMP,1214
1762940645.142622,241.176.25.208,172.16.10.43,12795,9617,ICMP,659
1762940917.1383436,172.16.10.43,135.50.199.90,54499,32952,UDP,818
1762940577.716303,172.16.10.43,58.185.221.170,43349,7481,UDP,741
1762940168.7785814,172.16.10.43,89.18.104.244,16919,27493,ICMP,945
1762940408.9373264,141.244.213.252,172.16.10.43,21440,50640,TCP,1290
1762940920.511201,172.16.10.43,96.195.249.2,24444,37295,TCP,851
1762941555.7414134,187.33.81.94,172.16.10.43,11464,43142,TCP,201
1762939803.5691276,235.102.212.165,172.16.10.43,62720,10073,UDP,473
1762941130.13309,73.109.18.107,172.16.10.43,8554,36515,UDP,1214
1762939788.454485,14.125.60.155,172.16.10.43,24023,30800,TCP,482
1762940936.8549006,199.137.91.35,172.16.10.43,22701,19022,ICMP,1141
1762941645.183959,172.16.10.43,8.184.85.62,39655,55517,UDP,369
1762939789.3867085,172.16.10.43,170.34.215.139,40439,14345,ICMP,711
1762941326.5831413,172.16.10.43,149.125.249.146,35068,63157,TCP,1108
1762940517.5899844,172.16.10.43,15.214.84.133,18524,5086,TCP,1011
1762939673.4844098,172.16.10.43,227.164.82.118,8554,59980,ICMP,1266
1762939734.6794088,206.82.224.75,172.16.10.43,8693,45127,TCP,753
1762940559.7119107,92.179.153.248,172.16.10.43,33641,32295,UDP,476
1762941632.5449932,172.16.10.43,100.250.208.27,38590,15327,ICMP,588
1762940418.3325992,152.106.29.57,172.16.10.43,19620,27971,ICMP,1398
1762939739.3430564,14.220.237.154,172.16.10.43,41113,47677,ICMP,78
1762941021.8008184,75.159.128.230,172.16.10.43,44213,20106,ICMP,775
1762940584.830467,172.16.10.43,49.143.55.53,9164,23110,ICMP,205
1762940989.3814847,115.232.16.159,172.16.10.43,25112,59561,UDP,728
1762940143.0737066,172.16.10.43,245.134.227.2,7025,60224,UDP,1121
1762939755.295216,162.182.3.57,172.16.10.43,20992,26445,TCP,986
1762940003.1666746,172.16.10.43,93.30.48.47,18987,59928,TCP,1258
1762940656.6214218,53.167.157.179,172.16.10.43,19113,28353,UDP,140
1762940172.816186,229.60.239.6,172.16.10.43,16680,56000,UDP,197
1762940368.166159,172.16.10.43,137.45.24.222,31613,29389,UDP,541
1762939861.23948,172.16.10.43,136.139.62.180,47482,24087,TCP,948
1762940088.9533346,163.84.61.121,172.16.10.43,14366,33154,TCP,386
1762939814.4919329,172.16.10.43,160.174.83.18,7510,23007,TCP,862
1762940148.4058166,172.16.10.43,164.164.157.6,14586,48026,UDP,1090
1762941428.0787485,172.16.10.43,93.47.3.141,3466,31322,ICMP,298
1762939721.5655644,136.148.162.75,172.16.10.43,20384,49887,TCP,529
1762939721.2670445,172.16.10.43,4.23.218.208,49935,420,UDP,868
1762940742.4900637,142.139.114.49,172.16.10.43,31882,61881,UDP,222
1762941324.1576982,207.101.93.83,172.16.10.43,37973,3940,ICMP,1279
1762939995.965483,172.16.10.43,124.143.152.88,26510,47165,ICMP,149
1762941135.3854182,172.16.10.43,140.252.68.197,28587,4829,TCP,916
1762941392.396361,65.0.214.50,172.16.10.43,57876,47060,UDP,1421
1762941419.0351279,172.16.10.43,3.214.133.112,62645,45884,ICMP,451
1762941137.3964896,13.173.17.2,172.16.10.43,56950,25458,UDP,214
1762940777.05613,242.153.196.134,172.16.10.43,53272,38283,TCP,826
1762941624.7058222,172.16.10.43,123.37.36.157,51658,35233,TCP,1173
1762940434.369346,172.16.10.43,140.74.104.42,3954,23745,ICMP,1263
1762940762.2350168,172.16.10.43,221.20.80.151,53287,58468,UDP,281
1762939765.0581105,172.16.10.43,254.192.231.198,64764,46019,UDP,746
1762940533.775215,34.246.252.129,172.16.10.43,43565,53680,UDP,221
1762940290.8303094,172.16.10.43,198.0.247.149,38226,26229,ICMP,1297
1762940720.8347657,40.54.108.221,172.16.10.43,15770,13624,TCP,243
1762940454.2798684,9.36.179.236,172.16.10.43,55995,36688,TCP,213
1762941593.047194,128.110.123.149,172.16.10.43,30300,39995,UDP,1243
1762940719.393704,172.16.10.43,37.244.182.63,27929,60318,ICMP,520
1762939928.3266687,172.16.10.43,247.54.212.135,56731,57875,TCP,876
1762940428.746318,172.16.10.43,149.63.251.68,29624,12301,TCP,1453
1762940359.554732,42.220.211.142,172.16.10.43,21616,34202,UDP,1206
1762940479.4130008,21.15.146.254,172.16.10.43,64623,15495,ICMP,529
1762940527.5261242,172.16.10.43,208.163.119.241,36508,3441,UDP,169
1762940479.8980968,243.74.48.140,172.16.10.43,18489,6811,ICMP,1392
1762940299.5764525,172.16.10.43,200.176.135.95,32023,46200,UDP,1199
1762940938.374841,172.16.10.43,197.26.28.106,47482,18746,TCP,1385
1762941103.8101828,172.16.10.43,245.117.162.80,30065,54789,UDP,1477
1762940393.147535,54.35.103.143,172.16.10.43,46888,50564,ICMP,930
1762940178.9818366,172.16.10.43,77.151.56.255,63644,22181,ICMP,1468
1762940956.8928857,192.170.176.99,172.16.10.43,14292,41314,ICMP,878
1762940776.1495132,255.186.217.187,172.16.10.43,22477,14196,ICMP,179
1762940920.9887629,172.16.10.43,175.155.26.203,15660,8070,UDP,1343
1762940591.4354765,172.16.10.43,129.3.117.224,38749,49019,UDP,928
1762941077.5406923,237.146.163.204,172.16.10.43,19485,15869,UDP,715
1762940754.432344,4.207.9.254,172.16.10.43,17597,33930,ICMP,472
1762941414.868111,75.196.120.186,172.16.10.43,48151,49717,UDP,402
1762941413.9425395,104.173.190.254,172.16.10.43,36500,40788,UDP,1439
1762939877.9428988,6.8.105.252,172.16.10.43,63376,55228,TCP,996
1762940393.6872394,13.67.93.155,172.16.10.43,22266,34661,TCP,758
1762941382.5037405,52.186.130.168,172.16.10.43,12185,49612,TCP,695
1762939786.6959753,172.16.10.43,49.81.15.191,30248,5794,UDP,1204
1762940347.6380591,172.16.10.43,251.10.153.224,55838,32383,ICMP,1463
1762940293.0141773,127.18.150.240,172.16.10.43,17607,62261,TCP,441
1762940154.4425182,172.16.10.43,22.32.253.159,8565,1905,TCP,703
1762941320.0319118,33.79.47.11,172.16.10.43,41035,62955,TCP,1114
1762940602.9481232,172.16.10.43,111.153.198.53,12412,63849,TCP,288
1762939918.1757603,191.170.205.189,172.16.10.43,35990,16546,ICMP,247
1762941235.7118213,243.69.218.126,172.16.10.43,28538,10057,TCP,1206
1762940057.5570064,172.16.10.43,212.62.254.251,60611,9545,TCP,652
1762941050.2698367,94.53.114.65,172.16.10.43,18513,52884,UDP,1445
1762941616.0835128,172.16.10.43,52.72.171.119,41925,37916,UDP,251
1762940438.931409,172.16.10.43,23.183.3.120,64712,8479,ICMP,546
1762940744.2687476,111.132.182.241,172.16.10.43,22293,38454,UDP,1304
1762941572.3637621,209.252.111.196,172.16.10.43,16903,41027,UDP,825
1762941301.6770158,172.16.10.43,53.2.56.168,36415,22855,TCP,1144
1762941297.9273994,172.16.10.43,217.44.4.71,22421,28903,TCP,328
1762939648.6850672,47.251.242.122,172.16.10.43,52729,39722,ICMP,1149
1762941045.5300624,172.16.10.43,62.3.233.33,32535,43354,ICMP,289
1762939689.4999855,172.16.10.43,80.43.209.146,52612,35179,UDP,1142
1762941147.2425687,82.6.183.31,172.16.10.43,16341,13055,UDP,254
1762940499.4431653,172.16.10.43,74.119.111.250,44415,43789,TCP,407
1762939678.7016892,110.13.121.142,172.16.10.43,55023,31446,ICMP,1021
1762940147.4808514,172.16.10.43,221.226.91.255,7212,64468,UDP,1022
1762940530.4868689,172.16.10.43,248.14.230.154,42537,54209,UDP,1202
1762941447.7974467,28.33.159.17,172.16.10.43,21839,27711,TCP,1016
1762941172.5735617,172.16.10.43,194.129.205.215,38811,44492,TCP,1073
1762940796.7097156,44.82.32.113,172.16.10.43,51353,33861,UDP,618
1762939851.112289,172.16.10.43,254.40.253.242,48496,22718,TCP,1207
1762940454.8012674,195.226.58.132,172.16.10.43,61619,12755,UDP,978
1762941625.5156999,186.106.10.86,172.16.10.43,25930,14601,TCP,812
1762939728.8856995,172.16.10.43,23.171.209.102,23743,20127,ICMP,441
1762939862.9517288,172.16.10.43,172.38.153.10,43657,54800,UDP,1474
1762939742.6930232,172.16.10.43,121.127.141.52,16450,6741,TCP,231
1762940685.3336093,172.16.10.43,43.102.37.178,24745,10541,ICMP,1162
1762940709.9982553,247.242.67.35,172.16.10.43,30115,38779,ICMP,1185
1762940812.5243702,28.24.82.96,172.16.10.43,27678,37186,TCP,1135
1762940997.4710069,126.12.90.193,172.16.10.43,64502,40287,ICMP,901
1762941487.3701591,172.16.10.43,235.0.231.69,27972,40056,ICMP,1255
1762939900.1120079,8.60.212.106,172.16.10.43,47266,16782,UDP,638
1762940309.667968,3.147.113.70,172.16.10.43,52759,64478,ICMP,1257
1762940550.5976849,185.63.128.221,172.16.10.43,16792,40908,TCP,1360
1762940903.2969203,201.241.75.200,172.16.10.43,30591,35458,UDP,71
1762940791.3101346,172.16.10.43,118.193.241.2,2946,37995,TCP,996
1762940882.8635697,55.139.73.42,172.16.10.43,55957,35749,TCP,680
1762939677.7935474,51.135.214.172,172.16.10.43,57319,43315,UDP,1335
1762939762.4804525,137.216.19.200,172.16.10.43,36124,7346,UDP,336
1762939955.0397408,138.34.143.187,172.16.10.43,28640,8088,ICMP,1276
1762940223.2361376,172.16.10.43,187.65.37.31,61726,43094,UDP,1299
1762940862.711968,172.16.10.43,104.140.103.104,1882,14160,TCP,1432
1762940982.7780442,172.16.10.43,143.29.2.254,59723,15714,UDP,1129
1762939860.5990443,172.16.10.43,119.203.28.96,42803,20329,TCP,967
1762939942.6937842,24.223.5.222,172.16.10.43,61709,9429,UDP,322
1762941496.8765934,172.16.10.43,109.119.25.19,48230,15660,TCP,813
1762940703.182587,172.16.10.43,212.47.1.138,746,29940,ICMP,1348
1762941138.6219037,184.250.226.200,172.16.10.43,13281,13895,UDP,166
1762940157.4255881,172.16.10.43,161.130.160.163,15510,53649,UDP,1211
1762940449.467039,172.16.10.43,179.138.92.157,13797,1271,UDP,1437
1762940650.7115986,172.16.10.43,63.139.255.13,38223,27751,UDP,134
1762941301.9077306,172.16.10.43,234.41.167.247,4281,4744,ICMP,1115
1762940214.2983031,172.16.10.43,46.119.124.102,45429,16293,ICMP,1206
1762941364.5137382,28.105.2.59,172.16.10.43,56373,27137,UDP,1257
1762940470.2466435,55.158.83.175,172.16.10.43,25203,37874,TCP,1364
1762940203.3937058,172.16.10.43,206.223.109.31,53619,35316,TCP,468
1762940888.4555106,136.167.35.115,172.16.10.43,18408,22846,UDP,1100
1762941316.5902023,172.16.10.43,70.112.16.48,3178,59762,ICMP,179
1762940711.8455193,95.226.104.222,172.16.10.43,28775,14516,UDP,1456
1762941369.540434,135.233.166.226,172.16.10.43,55316,25440,TCP,382
1762940091.5675228,209.31.231.181,172.16.10.43,53179,34112,TCP,1359
1762941224.9316034,172.16.10.43,195.96.247.221,8758,14393,TCP,721
1762940689.2937217,172.16.10.43,15.75.244.197,2944,34633,ICMP,556
1762940087.5557172,172.16.10.43,32.197.164.64,49548,44697,TCP,1146
1762940420.7314997,241.118.237.82,172.16.10.43,18161,18100,ICMP,269
1762941215.4983563,175.93.121.22,172.16.10.43,28194,47889,UDP,191
1762940706.6655858,159.67.158.79,172.16.10.43,16723,48062,UDP,1353
1762939799.5688264,172.16.10.43,124.33.25.87,15624,34322,TCP,1202
1762941357.92061,172.16.10.43,241.154.200.51,32965,34667,ICMP,41
1762940730.670108,172.16.10.43,149.59.60.168,50388,865,UDP,759
1762939870.9745674,172.16.10.43,189.150.104.178,15801,43392,TCP,322
1762941169.7696784,172.16.10.43,53.153.78.251,38991,43056,TCP,517
1762941504.9926019,98.249.94.194,172.16.10.43,25825,42528,UDP,584
1762940114.1810079,172.16.10.43,109.129.198.197,35189,21725,ICMP,71
1762940552.545713,172.16.10.43,14.136.134.255,36756,47554,ICMP,987
1762939728.1853268,172.16.10.43,82.3.201.135,41641,3769,TCP,241
1762940326.4684112,127.52.57.141,172.16.10.43,53958,2896,TCP,240
1762939935.95969,172.16.10.43,133.130.55.219,45101,18686,UDP,269
1762941359.301658,172.16.10.43,240.70.78.136,27654,5070,UDP,1053
1762940760.9916475,172.16.10.43,213.9.131.39,34031,56330,UDP,1004
1762941577.7250571,172.16.10.43,196.161.126.211,33216,1518,UDP,1030
1762940586.5655506,172.16.10.43,138.46.174.218,62492,51554,TCP,758
1762939955.070317,172.16.10.43,163.30.34.244,20992,61995,TCP,678
1762939648.244013,94.175.91.177,172.16.10.43,45033,64251,UDP,592
1762940079.5373716,204.244.121.35,172.16.10.43,39165,51410,TCP,711
1762941608.5683396,172.16.10.43,152.66.180.178,59470,9046,TCP,1101
1762939820.52939,112.67.66.16,172.16.10.43,13288,9146,TCP,1064
1762941526.80691,241.108.77.179,172.16.10.43,48873,11933,UDP,1295
1762940710.2523456,172.16.10.43,12.6.202.124,49578,28469,UDP,675
1762940550.9513829,176.160.52.234,172.16.10.43,51130,10793,ICMP,1414
1762941006.3370557,146.121.120.181,172.16.10.43,52210,39721,ICMP,1494
1762941439.7719142,57.184.75.33,172.16.10.43,22593,338,ICMP,169
1762940612.9612694,230.25.211.124,172.16.10.43,58488,37642,TCP,468
1762940821.076832,172.16.10.43,100.245.225.182,6116,57837,ICMP,910
1762940727.7485216,172.16.10.43,50.169.223.155,885,52935,UDP,813
1762940162.3097706,172.16.10.43,1.70.222.8,26106,45198,UDP,1347
1762940407.2884235,199.232.16.40,172.16.10.43,33318,31178,TCP,981
1762940235.206116,105.14.222.104,172.16.10.43,25663,3682,ICMP,435
1762941564.4592688,172.139.212.67,172.16.10.43,60261,5285,ICMP,665
1762940583.3694487,46.66.82.254,172.16.10.43,28384,40152,UDP,225
1762940373.1407254,12.20.11.74,172.16.10.43,960,56065,ICMP,410
1762940854.7485342,172.16.10.43,72.50.57.115,21512,867,UDP,918
1762941396.769586,172.16.10.43,128.178.64.155,30444,39224,UDP,466
1762940503.063036,204.156.48.79,172.16.10.43,39061,16929,TCP,1234
1762939962.8223903,172.16.10.43,57.180.61.104,3984,13498,UDP,847
1762940609.813203,29.57.61.186,172.16.10.43,50647,13184,UDP,255
1762940600.8290713,32.236.97.154,172.16.10.43,57270,50011,UDP,524
1762941006.6870747,43.143.87.125,172.16.10.43,12130,42573,TCP,151
1762941380.0377862,172.16.10.43,216.212.100.135,30528,4596,TCP,568
1762940869.0598252,18.117.165.112,172.16.10.43,4148,17301,TCP,1370
1762939844.4659023,79.255.183.61,172.16.10.43,4066,27983,TCP,747
1762941586.9554784,41.5.94.191,172.16.10.43,43102,30279,TCP,1312
1762940309.5354493,172.16.10.43,192.196.47.220,56840,16693,ICMP,94
1762941370.667523,126.57.22.140,172.16.10.43,24014,4904,ICMP,259
1762940487.673159,172.16.10.43,244.82.111.80,31851,28106,UDP,979
1762941487.0698445,47.139.184.203,172.16.10.43,5285,8865,ICMP,307
1762939785.4627042,172.16.10.43,89.222.85.77,4240,47102,TCP,742
1762940603.941305,232.72.135.109,172.16.10.43,27273,19568,TCP,933
1762941226.1825964,239.189.66.163,172.16.10.43,2120,24353,ICMP,246
1762940325.0636559,172.16.10.43,26.158.73.151,54618,49768,ICMP,1411
1762940136.3240447,172.16.10.43,254.65.235.169,17078,33167,TCP,673
1762941187.1845882,172.16.10.43,39.0.193.48,32063,33357,UDP,1457
1762940723.2753966,172.16.10.43,23.88.47.169,20909,29406,UDP,334
1762941019.7903817,144.133.150.98,172.16.10.43,45776,29481,UDP,1053
1762940007.0616682,5.47.177.206,172.16.10.43,18916,929,TCP,211
1762940868.8002968,172.16.10.43,239.38.94.93,61118,10347,UDP,794
1762941138.8293753,208.199.253.4,172.16.10.43,8997,3426,TCP,628
1762940059.0654821,172.16.10.43,181.73.71.97,26320,8541,ICMP,183
1762941152.9855118,172.16.10.43,162.210.51.66,43214,22609,ICMP,306
1762941590.4887862,172.16.10.43,48.9.211.172,8004,16387,ICMP,143
1762941533.3077652,233.166.239.54,172.16.10.43,18814,27373,ICMP,989
1762940930.6290565,172.16.10.43,238.213.234.124,33275,45397,ICMP,428
1762939681.9157689,172.16.10.43,35.86.127.208,26250,61045,UDP,1178
1762940589.6016552,215.23.240.229,172.16.10.43,9899,3446,UDP,363
1762940279.6065047,91.230.36.159,172.16.10.43,4330,52843,UDP,1028
1762941507.7052803,172.16.10.43,115.33.14.109,52693,30778,TCP,1003
1762939855.871891,253.161.189.160,172.16.10.43,6109,48620,ICMP,226
1762941495.3641949,88.244.23.100,172.16.10.43,9296,24959,TCP,947
1762940192.0569015,172.16.10.43,245.1.88.131,54750,17142,TCP,1460
1762940761.2401776,172.16.10.43,239.97.138.103,37563,24320,UDP,664
1762940883.4492488,217.158.64.200,172.16.10.43,32002,36024,TCP,799
1762940309.2085226,172.16.10.43,86.205.123.221,7391,51397,UDP,745
1762939939.9093525,172.16.10.43,139.46.142.250,64651,11051,UDP,1136
1762941038.6648679,231.99.86.25,172.16.10.43,15407,53572,ICMP,684
1762941533.895521,172.16.10.43,59.167.255.178,17503,40221,TCP,498
1762941070.3574474,172.16.10.43,106.171.117.233,2352,40748,TCP,1245
1762939752.5695674,101.91.119.198,172.16.10.43,61852,10891,TCP,77
1762940106.2124143,54.172.25.154,172.16.10.43,18044,32656,ICMP,1223
1762939726.1324027,172.16.10.43,153.192.124.89,64288,46277,TCP,380
1762940332.9325075,90.154.42.37,172.16.10.43,7373,1633,TCP,1307
1762940264.6677065,172.16.10.43,18.43.120.82,64934,60052,ICMP,421
1762940158.1455295,172.16.10.43,118.171.75.173,19857,57071,TCP,1263
1762939842.0679667,227.142.187.196,172.16.10.43,26177,9226,ICMP,865
1762941292.6819518,166.129.52.97,172.16.10.43,15802,63542,ICMP,355
1762941267.27412,130.138.42.205,172.16.10.43,18212,45288,TCP,194
1762941307.5610507,51.152.88.43,172.16.10.43,64986,4494,TCP,53
1762940539.0046656,184.168.78.74,172.16.10.43,11612,54656,UDP,470
1762940638.030507,227.153.29.163,172.16.10.43,41641,7386,ICMP,649
1762939862.476982,172.16.10.43,71.108.214.12,55086,13988,TCP,287
1762940816.0160851,172.16.10.43,137.117.115.130,4414,47383,ICMP,65
1762941303.4671462,172.16.10.43,167.241.235.245,8207,21123,UDP,672
1762940902.6612887,23.24.67.249,172.16.10.43,31982,7704,TCP,163
1762940778.5587623,172.16.10.43,62.21.53.147,61547,64830,ICMP,257
1762941171.302604,172.16.10.43,88.231.201.232,39358,38301,UDP,837
1762941427.1610186,172.16.10.43,245.51.77.133,31418,25191,UDP,663
1762941632.448379,156.34.71.177,172.16.10.43,28257,49332,ICMP,508
1762941615.2477436,172.16.10.43,205.192.46.196,32009,58884,TCP,71
1762940014.4502926,172.16.10.43,179.31.103.161,26484,37852,ICMP,460
1762939894.5898755,103.66.219.46,172.16.10.43,15367,1356,ICMP,1289
